Story_Title,Question,User_Answer,Correct_Answer,Is_Correct,Date
due grandi amici,Chi sono i protagonisti della storia?,max e mix,max e mix,True,2025-07-25 15:10:08
due grandi amici,Cosa fa Mix appena piccolino?,si arrampica su un albero,si arrampica su un albero,True,2025-07-25 15:10:27
due grandi amici,Chi cerca di salvare Mix?,un pompiere,max,False,2025-07-25 15:10:42
due grandi amici,Cosa succede a Max sull'albero?,ha le vertigini,ha le vertigini,True,2025-07-25 15:10:58
due grandi amici,Chi chiama i pompieri?,un vicino di casa,un vicino di casa,True,2025-07-25 15:11:05
due grandi amici,Cosa porta il camion dei pompieri?,una scala telescopica,una scala telescopica,True,2025-07-25 15:11:20
due grandi amici,Cosa dice Max a Mix?,di non arrampicarsi più sugli alberi alti,di non arrampicarsi più sugli alberi alti,True,2025-07-25 15:11:29
due grandi amici,Perché Max lo dice?,perché è un bravo amico,perché è un bravo amico,True,2025-07-25 15:11:41
due grandi amici,Come tornano a casa?,sporchi di polline di ippocastano,sporchi di polline di ippocastano,True,2025-07-25 15:11:50
due grandi amici,Cosa imparano i due amici?,che l’amicizia significa aiutarsi,a non uscire più,False,2025-07-25 15:12:01
due grandi amici,Chi cerca di salvare Mix?,max,max,True,2025-07-25 15:16:04
la festa di halloween,Chi è il protagonista?,rico,pietro,False,2025-07-28 15:09:00
la festa di halloween,Cosa ama fare Rico?,mangiare dolci e fare scherzi,giocare a calcio con gli amici,False,2025-07-28 15:09:16
la festa di halloween,Come si veste Rico?,da diavolo,da diavolo,True,2025-07-28 15:09:31
la festa di halloween,Cosa ha con sé per gli scherzi?,carta igienica e pistole ad acqua,carta igienica e pistole ad acqua,True,2025-07-28 15:09:39
la festa di halloween,Chi lo chiama?,il fratello,il papà,False,2025-07-28 15:11:16
la festa di halloween,Come è vestito Pietro?,da coniglio rosa a pois,da coniglio rosa a pois,True,2025-07-28 15:11:23
la festa di halloween,Cosa pensa Rico del costume di Pietro?,che è stupido,che è stupido,True,2025-07-28 15:11:38
la festa di halloween,Come si sente Rico all’idea di uscire con Pietro?,orgoglioso,felice,False,2025-07-28 15:13:30
la festa di halloween,Cosa teme Rico?,di essere deriso,di perdere dolci,False,2025-07-28 15:13:40
la festa di halloween,Cosa deve fare Rico?,trovare una soluzione,trovare una soluzione,True,2025-07-28 15:13:53
la festa di halloween,Come si sente Rico all’idea di uscire con Pietro?,vergognato,felice,False,2025-07-28 15:17:57
due grandi amici,Chi sono i protagonisti della storia?,max e mix,max e mix,True,2025-07-30 16:35:55
due grandi amici,Cosa fa Mix appena piccolino?,si arrampica su un albero,si arrampica su un albero,True,2025-07-30 16:36:11
due grandi amici,Chi cerca di salvare Mix?,max,max,True,2025-07-30 16:36:28
due grandi amici,Cosa succede a Max sull'albero?,ha le vertigini,ha le vertigini,True,2025-07-30 16:36:46
due grandi amici,Chi chiama i pompieri?,un vicino di casa,un vicino di casa,True,2025-07-30 16:36:58
due grandi amici,Cosa porta il camion dei pompieri?,una scala telescopica,una scala telescopica,True,2025-07-30 16:37:12
due grandi amici,Cosa dice Max a Mix?,di non arrampicarsi più sugli alberi alti,di non arrampicarsi più sugli alberi alti,True,2025-07-30 16:37:24
due grandi amici,Perché Max lo dice?,perché ha paura,perché è un bravo amico,False,2025-07-30 16:37:45
due grandi amici,Come tornano a casa?,sporchi di polline di ippocastano,sporchi di polline di ippocastano,True,2025-07-30 16:38:06
due grandi amici,Cosa imparano i due amici?,a non uscire più,a non uscire più,True,2025-07-30 16:38:22
la principessa prepotente,Come si chiama la principessa?,priscilla,priscilla,True,2025-08-01 14:10:31
la principessa prepotente,Com’era la principessa?,prepotente,prepotente,True,2025-08-01 14:11:00
la principessa prepotente,Come la chiamavano tutti?,principessa dei miei stivali,principessa dei miei stivali,True,2025-08-01 14:11:09
la principessa prepotente,Chi le porta un regalo speciale?,un mago,un mago,True,2025-08-01 14:14:20
la principessa prepotente,Cosa fanno gli stivali?,si fermano a comando,obbediscono,False,2025-08-01 14:14:30
la principessa prepotente,Cosa succede alla principessa?,si stanca e resta senza fiato,si diverte a correre con gli stivali,False,2025-08-01 14:14:45
la principessa prepotente,Dove la riportano gli stivali?,al castello,al castello,True,2025-08-01 14:14:58
la principessa prepotente,Cosa le chiede il mago per far sparire gli stivali?,di pronunciare una parola,di pronunciare una parola,True,2025-08-01 14:15:06
la principessa prepotente,Cosa impara Priscilla alla fine?,ad essere educata,a correre veloce,False,2025-08-01 14:15:18
la principessa prepotente,Quali parole usa sempre dopo?,per favore e grazie,per favore e grazie,True,2025-08-01 14:15:30
la principessa prepotente,Cosa fanno gli stivali?,corrono da soli,obbediscono,False,2025-08-01 14:21:18
due grandi amici,Chi sono i protagonisti della storia?,max e mix,max e mix,True,2025-08-06 17:14:30
due grandi amici,Cosa fa Mix appena piccolino?,si arrampica su un albero,si arrampica su un albero,True,2025-08-06 17:14:42
due grandi amici,Chi cerca di salvare Mix?,un pompiere,max,False,2025-08-06 17:14:54
due grandi amici,Cosa succede a Max sull'albero?,ha le vertigini,ha le vertigini,True,2025-08-06 17:15:05
due grandi amici,Chi chiama i pompieri?,un vicino di casa,un vicino di casa,True,2025-08-06 17:15:20
due grandi amici,Cosa porta il camion dei pompieri?,una scala telescopica,una scala telescopica,True,2025-08-06 17:15:44
due grandi amici,Cosa dice Max a Mix?,di non arrampicarsi più sugli alberi alti,di non arrampicarsi più sugli alberi alti,True,2025-08-06 17:15:59
due grandi amici,Perché Max lo dice?,perché ha paura,perché è un bravo amico,False,2025-08-06 17:16:16
due grandi amici,Come tornano a casa?,sporchi di polline di ippocastano,sporchi di polline di ippocastano,True,2025-08-06 17:16:56
due grandi amici,Cosa imparano i due amici?,che l’amicizia significa aiutarsi,a non uscire più,False,2025-08-06 17:17:13
due grandi amici,Chi cerca di salvare Mix?,max,max,True,2025-08-06 17:20:43
due grandi amici,Perché Max lo dice?,perché è un bravo amico,perché è un bravo amico,True,2025-08-06 17:21:03
alfonsina strada,Chi era Alfonsina?,una ciclista,una ciclista,True,2025-08-28 16:49:08
alfonsina strada,Cosa le dicevano i suoi genitori?,di non andare così veloce,di non andare così veloce,True,2025-08-28 16:49:40
alfonsina strada,Cosa le regala il marito il giorno delle nozze?,una bici nuova,una bici nuova,True,2025-08-28 16:50:09
alfonsina strada,In quale gara si iscrive Alfonsina?,il giro d’italia,il giro d’italia,True,2025-08-28 16:50:23
alfonsina strada,Quanti ciclisti tagliano il traguardo su novanta?,trenta,trenta,True,2025-08-28 16:50:41
alfonsina strada,Quanti ciclisti tagliano il traguardo su novanta?,dieci,trenta,False,2025-08-28 16:50:41
alfonsina strada,Alfonsina fu accolta come…,un’eroina,un’eroina,True,2025-08-28 16:52:59
alfonsina strada,Perché non le permisero di partecipare l’anno dopo?,perché il giro era per uomini,perché il giro era per uomini,True,2025-08-28 16:53:14
alfonsina strada,Cosa fece comunque Alfonsina?,continuò a correre,continuò a correre,True,2025-08-28 16:53:27
alfonsina strada,Quanti anni restò imbattuto il suo record?,ventisette,ventisette,True,2025-08-28 16:53:42
alfonsina strada,Cosa sarebbe felice di sapere oggi Alfonsina?,che le biciclette ora sono più leggere,che il ciclismo femminile è popolare,False,2025-08-28 16:53:56
alfonsina strada,Cosa sarebbe felice di sapere oggi Alfonsina?,che ci sono nuove gare,che il ciclismo femminile è popolare,False,2025-08-28 16:57:18
la gallina e lo sciacallo,Chi incontra la gallina?,un cane,uno sciacallo,False,2025-09-04 15:11:11
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,corre via,corre via,True,2025-09-04 15:11:39
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,sale su un albero,corre via,False,2025-09-04 15:11:39
la gallina e lo sciacallo,Cosa dice lo sciacallo?,che gli animali hanno fatto pace,che gli animali hanno fatto pace,True,2025-09-04 15:11:54
la gallina e lo sciacallo,La gallina crede allo sciacallo?,corre giù,corre giù,True,2025-09-04 15:12:05
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,un branco di cani,un branco di cani,True,2025-09-04 15:12:15
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,corre via,corre via,True,2025-09-04 15:12:33
la gallina e lo sciacallo,Cosa gli grida la gallina?,perché scappi?,perché scappi?,True,2025-09-04 15:12:43
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,che i cani non sanno ancora la notizia,che i cani non sanno ancora la notizia,True,2025-09-04 15:12:52
la gallina e lo sciacallo,Qual è la morale della favola?,essere forti,essere forti,True,2025-09-04 15:13:04
la gallina e lo sciacallo,Da dove viene questa favola?,italia,tagikistan,False,2025-09-04 15:13:16
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-09-04 15:18:30
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-09-04 15:18:49
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-09-04 15:19:12
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-04 16:39:54
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-04 16:40:10
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-04 16:40:16
il gigante e l'ondina,Quante volte al giorno il gigante crea le onde?,tre volte,due volte,False,2025-09-04 16:40:27
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-04 16:40:34
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-04 16:40:39
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-04 16:40:46
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per la forza del vento,per il movimento del gigante,False,2025-09-04 16:40:52
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-04 16:41:05
il gigante e l'ondina,Quante volte al giorno il gigante crea le onde?,due volte,due volte,True,2025-09-04 16:43:08
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-06 12:22:30
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-06 12:22:38
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-06 12:22:47
il gigante e l'ondina,Quante volte al giorno il gigante crea le onde?,due volte,due volte,True,2025-09-06 12:23:33
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-06 12:24:58
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-06 12:25:05
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-06 12:25:15
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per il movimento del gigante,per il movimento del gigante,True,2025-09-06 12:25:23
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-06 12:25:36
il gigante e l'ondina,Chi ha scritto questa storia?,saro de la iglesia,saro de la iglesia,True,2025-09-06 12:25:43
la principessa prepotente,Come si chiama la principessa?,priscilla,priscilla,True,2025-09-11 15:14:27
la principessa prepotente,Com’era la principessa?,prepotente,prepotente,True,2025-09-11 15:14:34
la principessa prepotente,Come la chiamavano tutti?,principessa dei miei stivali,principessa dei miei stivali,True,2025-09-11 15:14:40
la principessa prepotente,Chi le porta un regalo speciale?,un mago,un mago,True,2025-09-11 15:14:49
la principessa prepotente,Cosa fanno gli stivali?,obbediscono,obbediscono,True,2025-09-11 15:15:01
la principessa prepotente,Dove la riportano gli stivali?,al castello,al castello,True,2025-09-11 15:16:07
la principessa prepotente,Cosa le chiede il mago per far sparire gli stivali?,di pronunciare una parola,di pronunciare una parola,True,2025-09-11 15:16:20
la principessa prepotente,Cosa impara Priscilla alla fine?,a correre veloce,a correre veloce,True,2025-09-11 15:16:33
la principessa prepotente,Quali parole usa sempre dopo?,per favore e grazie,per favore e grazie,True,2025-09-11 15:16:43
la principessa prepotente,Cosa succede alla principessa?,si stanca e resta senza fiato,si diverte a correre con gli stivali,False,2025-09-11 15:18:19
la principessa prepotente,Cosa impara Priscilla alla fine?,a comandare meglio,a correre veloce,False,2025-09-11 15:18:41
incontro con il mammut,Come si chiama la bambina protagonista?,petra,petra,True,2025-09-11 16:48:27
incontro con il mammut,In quale epoca vive la bambina?,nell’età della pietra,nell’età della pietra,True,2025-09-11 16:48:45
incontro con il mammut,Dove va Petra a prendere l’acqua?,alla sorgente,alla sorgente,True,2025-09-11 16:49:07
incontro con il mammut,Cosa sente Petra nel bosco?,dei passi tra i cespugli,dei passi tra i cespugli,True,2025-09-11 16:49:52
incontro con il mammut,Cosa sente Petra nel bosco?,il verso dei lupi,dei passi tra i cespugli,False,2025-09-11 16:49:52
incontro con il mammut,Dove si nasconde Petra?,su un albero,su un albero,True,2025-09-11 16:50:41
incontro con il mammut,Chi sbuca tra le foglie?,un piccolo mammut,un piccolo mammut,True,2025-09-11 16:50:56
incontro con il mammut,Come chiama Petra il mammut?,barrù,barrù,True,2025-09-11 16:51:01
incontro con il mammut,Cosa fa Petra per fargli amicizia?,gli offre una mela,gli offre una mela,True,2025-09-11 16:51:07
incontro con il mammut,Come reagisce il mammut?,scappa via,abbraccia petra,False,2025-09-11 16:51:12
incontro con il mammut,Come si sentono alla fine?,felici e amici,felici e amici,True,2025-09-11 16:51:20
sorrisi contagiosi,Con chi passa la giornata Laura?,con la zia giusi,con la zia giusi,True,2025-09-12 15:06:51
sorrisi contagiosi,Cosa vuole insegnarle la zia?,a coccolare il cuore,a coccolare il cuore,True,2025-09-12 15:07:05
sorrisi contagiosi,"Cosa contagia più di tutto, secondo la zia?",le emozioni,le emozioni,True,2025-09-12 15:07:13
sorrisi contagiosi,Cosa fanno insieme?,scrivono una lista,scrivono una lista,True,2025-09-12 15:07:23
sorrisi contagiosi,Chi incontrano per strada?,il signor scontroso,il signor scontroso,True,2025-09-12 15:07:32
sorrisi contagiosi,Cosa fanno al signor Scontroso?,gli sorridono e lo salutano,gli sorridono e lo salutano,True,2025-09-12 15:07:41
sorrisi contagiosi,Cosa succede al signor Scontroso?,smette di essere arrabbiato,smette di essere arrabbiato,True,2025-09-12 15:07:49
sorrisi contagiosi,Cosa decidono di fare Laura e la zia tutto il giorno?,continuare a sorridere e contagiare felicità,continuare a sorridere e contagiare felicità,True,2025-09-12 15:07:56
sorrisi contagiosi,Cosa capisce Laura alla fine?,che i sorrisi aprono il cuore,che è sempre tutto divertente,False,2025-09-12 15:08:08
sorrisi contagiosi,A cosa devono spalancare le porte dei cuori?,al coraggio,a risate,False,2025-09-12 15:08:17
sorrisi contagiosi,A cosa devono spalancare le porte dei cuori?,a risate,a risate,True,2025-09-12 15:19:53
alfonsina strada,Chi era Alfonsina?,una ciclista,una ciclista,True,2025-09-13 12:24:32
alfonsina strada,Cosa le dicevano i suoi genitori?,di non andare così veloce,di non andare così veloce,True,2025-09-13 12:24:41
alfonsina strada,Cosa le regala il marito il giorno delle nozze?,una bici nuova,una bici nuova,True,2025-09-13 12:24:50
alfonsina strada,In quale gara si iscrive Alfonsina?,il giro d’italia,il giro d’italia,True,2025-09-13 12:25:07
alfonsina strada,Quanti ciclisti tagliano il traguardo su novanta?,trenta,trenta,True,2025-09-13 12:25:16
alfonsina strada,Alfonsina fu accolta come…,un’eroina,un’eroina,True,2025-09-13 12:25:30
alfonsina strada,Perché non le permisero di partecipare l’anno dopo?,perché il giro era per uomini,perché il giro era per uomini,True,2025-09-13 12:25:42
alfonsina strada,Cosa fece comunque Alfonsina?,continuò a correre,continuò a correre,True,2025-09-13 12:25:53
alfonsina strada,Quanti anni restò imbattuto il suo record?,ventisette,ventisette,True,2025-09-13 12:26:04
alfonsina strada,Cosa sarebbe felice di sapere oggi Alfonsina?,che il ciclismo femminile è popolare,che il ciclismo femminile è popolare,True,2025-09-13 12:26:16
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-09-15 17:44:05
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,sale su un albero,corre via,False,2025-09-15 17:44:16
la gallina e lo sciacallo,Cosa dice lo sciacallo?,che gli animali hanno fatto pace,che gli animali hanno fatto pace,True,2025-09-15 17:44:30
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-09-15 17:45:09
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,un branco di cani,un branco di cani,True,2025-09-15 17:45:24
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,corre via,corre via,True,2025-09-15 17:45:34
la gallina e lo sciacallo,Cosa gli grida la gallina?,perché scappi?,perché scappi?,True,2025-09-15 17:45:45
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,che i cani non sanno ancora la notizia,che i cani non sanno ancora la notizia,True,2025-09-15 17:45:55
la gallina e lo sciacallo,Qual è la morale della favola?,essere coraggiosi,essere forti,False,2025-09-15 17:46:10
la gallina e lo sciacallo,Da dove viene questa favola?,italia,tagikistan,False,2025-09-15 17:46:23
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-09-15 18:00:36
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-15 18:35:35
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-15 18:35:41
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-15 18:35:52
il gigante e l'ondina,Quante volte al giorno il gigante crea le onde?,due volte,due volte,True,2025-09-15 18:36:02
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-15 18:36:10
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-15 18:36:15
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-15 18:36:23
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-15 18:36:23
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per il movimento del gigante,per il movimento del gigante,True,2025-09-15 18:36:30
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-15 18:36:40
